              disk0       cpu
    KB/t  tps  MB/s  us sy id
    KB/t  tps  MB/s  us sy id
    9.60   15  0.14  12  4 84
    8.53   15  0.12  13  4 83
   11.26  204  2.25  13  8 79
    9.38   61  0.56  12  5 84
   10.69  337  3.51  15  7 78
    9.07   86  0.76  13  6 81
    6.44   36  0.23  14  5 81
    9.78  164  1.56  17  6 77
    6.00    8  0.05  14  5 81
    5.52  251  1.35  15  5 80
    8.00   22  0.17  13  4 82
    9.86   56  0.54  14  4 81
    0.00    0  0.00  12  4 84
    9.00   16  0.14  15  5 80
    8.00   12  0.09  13  4 83
   20.00  141  2.76  15  6 78
    4.52  712  3.14  13  5 83
    8.48  140  1.16  14  5 81
   12.00   40  0.47  14  5 81
    7.56   18  0.13  13  4 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.56   18  0.20  12  4 85
    7.67   12  0.09  14  4 81
    0.00    0  0.00  13  4 83
   10.60   40  0.41  13  5 82
   10.67   12  0.12  12  4 84
    7.47   45  0.33  13  6 81
    0.00    0  0.00  13  4 83
   11.50   24  0.27  12  5 83
   16.00    1  0.02  12  4 84
    8.50   16  0.13  12  4 83
    9.14   14  0.12  12  4 85
    8.00    2  0.02  13  4 82
   10.14  304  3.02  12  8 80
   13.09   11  0.14  12  4 83
    7.00   16  0.11  13  5 82
    8.69   58  0.49  26  6 68
    6.39  126  0.79  12  4 83
    8.00  126  0.99  17  7 76
   13.23   62  0.80  20  6 75
   24.11  181  4.27  19 12 69
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.00   19  0.15  12  5 83
    9.74   78  0.74  14  4 81
   10.20   49  0.49  11  4 84
   22.81   54  1.20  13  4 83
    8.73   11  0.09  12  4 84
    9.25  121  1.10  15  7 79
    7.50   24  0.18  13  5 82
   25.10  166  4.07  13  5 82
   13.96  148  2.02  14  4 81
    8.48   33  0.27  13  5 82
    6.33   12  0.07  12  4 84
   10.21   56  0.56  15  5 80
    5.05  167  0.82  13  5 82
    9.94   35  0.34  13  4 83
    5.00   48  0.23  13  5 82
    7.60  131  0.97  14  7 80
    8.00   16  0.12  13  4 83
    8.00    8  0.06  12  5 83
    8.87   23  0.20  14  5 81
    0.00    0  0.00  14  4 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   14.04   53  0.72  13  5 83
   10.29   21  0.21  13  4 83
    8.99  375  3.29  14  9 77
    9.30   37  0.33  14  5 82
   10.70  313  3.28  17  7 76
    8.04  101  0.79  16  7 78
    8.84  100  0.86  15  7 78
   19.69  729 14.02  13  6 81
   20.36  145  2.89  26 10 63
    9.07   41  0.36  12  6 81
    8.25 1451 11.69  18  9 74
    6.18 1192  7.19  19  7 74
    5.93  245  1.42  22  8 70
   12.69  215  2.66  16  7 77
   15.23 2137 31.78  17  7 76
    5.51  588  3.16  15  7 78
    5.96  391  2.28  12  4 84
   12.29  203  2.44  13  7 80
   32.67   48  1.53  12  5 83
    8.00    2  0.02  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   19.43   28  0.53  12  5 83
    6.96   27  0.18  14  6 80
    7.35  105  0.75  15  5 80
    7.52   50  0.37  13  4 83
   38.76  250  9.46  21  9 70
   14.00   78  1.06  25  7 67
   19.38   39  0.74  24  5 71
   21.51   53  1.11  12  5 83
   78.62   26  1.99  12  4 84
    5.27   41  0.21  13  5 82
   11.73   15  0.17  12  4 84
   11.00   16  0.17  14  4 82
   14.03 1142 15.64  13 10 76
    4.00    1  0.00  10  4 86
    8.95   42  0.37  12  5 83
    7.18  224  1.57  13  7 80
   11.66  162  1.85  13  4 83
   15.21   81  1.20  14  6 80
   12.46  148  1.80  18  7 75
    6.61   23  0.15  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    7.78  185  1.41  13  4 83
   18.06   31  0.55  13  4 82
    8.76   21  0.18  24  5 71
    4.00    3  0.01  12  4 83
    7.28   39  0.28  13  4 83
    6.35  131  0.81  13  8 78
   13.39  195  2.55  13  6 82
    8.97  268  2.34  13  6 81
    8.76   21  0.18  15  5 80
    8.73   11  0.09  13  4 83
    9.69   26  0.24  13  5 82
    6.26   39  0.24  18  7 75
   11.73   44  0.50  13  5 82
   10.75   16  0.17  12  4 83
   11.41   74  0.82  14  5 81
    9.45   22  0.20  12  6 82
   35.71  528 18.43  11  3 85
   11.16   19  0.21  12  4 84
    8.20  176  1.41  12  4 84
    9.60    5  0.05  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    7.38   39  0.28  12  4 84
    6.17   70  0.42  12  4 84
   11.25  233  2.56  13  8 79
    8.85  173  1.50  14  7 79
   10.96  225  2.41  17  8 75
    7.86   57  0.44  16  8 77
    9.18   17  0.15  15  6 79
    9.54  265  2.47  16  6 78
    8.50   16  0.13  14  5 82
    6.58   31  0.20  14  6 80
   10.80   30  0.31  15  5 80
   15.32  223  3.34  14  5 81
    8.45   44  0.36  12  4 83
    4.00    5  0.02  12  4 84
   17.33   45  0.76  13  4 82
   13.22  120  1.55  14  8 78
    6.51  294  1.87  12  4 84
   15.50  135  2.05  13  6 82
   25.62   42  1.05  13  4 83
    8.57    7  0.06  11  4 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   14.61   23  0.33  25  5 70
   16.00    2  0.03  14  4 82
    7.45   29  0.21  12  4 83
    0.00    0  0.00  11  4 85
   10.26  115  1.15  13  5 82
   10.75   16  0.17  14  6 80
    4.95  135  0.65  13  5 83
   10.53   19  0.19  12  5 83
   10.22   18  0.18  13  4 83
   13.71    7  0.09  13  4 82
    8.47   17  0.14  11  4 85
    7.91   93  0.72  14  6 80
   10.99  189  2.03  13  7 81
    0.00    0  0.00  12  4 84
    8.23   35  0.28  13  4 83
    7.54  180  1.33  14  8 78
    8.18   88  0.70  18  4 78
   18.53   68  1.22  14  5 82
   12.75   75  0.93  17  5 78
    5.29   62  0.32  14  4 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   15.31   29  0.43  12  4 84
    6.40   90  0.56  18 11 71
    8.50   16  0.13  13  4 83
   11.20   10  0.11  11  4 85
   18.91  274  5.06  13  5 82
    7.87   61  0.47  16  8 76
   14.11  168  2.31  12  5 83
   10.94  217  2.32  13  6 80
    8.02  356  2.79  14  5 81
    6.26  116  0.71  13  4 82
    6.83   48  0.32  13  5 82
   29.00    4  0.11  16  5 79
    8.46   52  0.43  13  5 82
    7.11   18  0.12  11  4 85
    7.66   35  0.26  13  4 83
    6.02   89  0.52  13  6 81
    9.19   47  0.42  12  4 84
    4.51   47  0.21  13  5 83
    9.28  178  1.61  13  5 83
    8.00    8  0.06  13  4 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.36   22  0.18  12  4 84
    7.37   76  0.54  13  7 80
   11.71  163  1.87  12  6 82
   11.35  274  3.03  14  7 79
    9.32   79  0.72  14  6 80
   15.69  257  3.93  16  9 76
   12.47  633  7.70  31 17 53
   16.45 1746 28.05  20  9 70
   49.78  445 21.64  22  8 70
   22.08  479 10.32  17  6 77
    6.38  168  1.04  13  5 81
   10.00    2  0.02  13  4 83
    6.59  350  2.25  13  4 82
    7.41   27  0.19  14  5 81
    5.88   49  0.28  13  5 82
    8.03  297  2.33  13  6 81
    8.86  911  7.88  12  5 83
   17.55  259  4.44  13  6 82
    7.59   49  0.36  13  5 82
   10.27   30  0.30  13  5 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    6.79   56  0.37  13  5 83
    0.00    0  0.00  14  4 82
    9.89   38  0.37  13  5 82
    0.00    0  0.00  12  4 84
    9.02   59  0.52  14  6 80
   11.05   42  0.45  15  7 78
    8.44  127  1.05  18  9 74
   20.34  402  7.98  15  6 79
    9.05   38  0.33  14  5 82
    7.11   45  0.31  15  6 79
    8.94   17  0.15  13  5 82
    8.58  430  3.60  15  8 78
   11.88   33  0.38  13  5 82
    4.00    2  0.01  12  4 84
   10.21   76  0.75  15  7 77
    6.65  192  1.25  30  9 61
    9.16   83  0.74  12  5 83
    9.23  210  1.89  16  6 79
   11.27   44  0.48  16  6 78
   21.04  550 11.30  31 10 59
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   21.33   42  0.87  26  6 68
   14.17   24  0.33  21  5 74
    7.50   24  0.18  12  4 84
   16.00    1  0.02  12  4 84
    8.54   52  0.43  13  5 82
    6.46  329  2.07  18  9 73
   29.46   96  2.75  12  4 84
   18.20   69  1.22  12  5 83
   12.31  142  1.71  14  5 81
    8.90   31  0.27  14  5 80
    9.14   14  0.12  12  4 84
    4.44   72  0.31  15  5 81
    8.55   22  0.18  13  5 82
    7.33   12  0.09  13  4 83
    9.15   52  0.46  15  6 80
    5.60   15  0.08  12  5 82
   10.95   38  0.40  13  5 83
   34.78   46  1.55  13  5 82
    8.47   17  0.14  12  4 84
    8.00   18  0.14  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   12.18   45  0.53  11  4 85
    8.70  303  2.57  14  8 78
   37.87   45  1.66  12  5 83
   10.57  310  3.20  13  5 81
    9.88   68  0.65  13  6 82
   39.70   54  2.09  14  6 80
    8.00   22  0.17  12  5 83
   13.17   75  0.96  14  5 81
    6.96   54  0.37  13  4 83
   11.33   30  0.33  11  4 85
   11.52   75  0.84  12  5 83
    8.00    6  0.05  13  4 83
    7.78   18  0.14  13  5 82
    0.00    0  0.00  12  4 85
    9.06   53  0.47  14  5 81
   42.27  317 13.10  18  8 74
    5.68  962  5.34  12  5 83
   33.32  761 24.77  13  7 80
    7.00   76  0.52  25  5 70
    5.87   15  0.09  11  4 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.04   77  0.98  13  7 79
    5.67   79  0.44  15  6 79
    8.95   21  0.18  13  5 82
    8.97   66  0.58  14  6 81
    8.85   71  0.61  15  6 79
    5.05   57  0.28  15  6 80
   97.00   36  3.40  14  5 81
   57.91  238 13.45  18  7 75
    9.95  190  1.85  16  7 77
    9.43   14  0.13  15  5 80
   10.38   37  0.37  17  5 78
    9.41  342  3.15  15  8 78
   11.09   22  0.24  14  5 82
    5.36   50  0.26  13  5 82
   10.32   62  0.62  14  6 80
   47.07  458 21.04  22  7 72
    6.43  140  0.88  13  5 82
   14.47  120  1.69  16  5 79
   11.29   28  0.31  16  5 79
    7.57  120  0.88  17  6 77
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.53   60  0.56  17  6 78
   11.36   25  0.28  23 14 64
    8.00   31  0.24  15  5 80
   19.38   13  0.25  28  9 63
    7.72   86  0.65  17  7 77
    8.58  109  0.92  17  8 75
   33.49   83  2.70  16  5 79
   26.62  582 15.14  17  7 76
    5.53  395  2.14  17  6 77
    8.00   63  0.49  17  5 77
    6.73  147  0.97  18  5 76
   23.00   16  0.36  16  5 80
   13.00   16  0.20  14  5 81
    5.72   86  0.48  14  4 82
   10.00   64  0.62  13  6 80
    8.17  120  0.95  16  7 77
    6.59   54  0.35  13  5 82
   11.47  149  1.67  14  5 81
    9.33    9  0.08  12  4 84
   17.86   28  0.49  12  4 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.33   24  0.22  12  4 84
   36.18  358 12.66  14  8 78
   31.53  248  7.65  11  4 84
   10.55  319  3.29  14 11 75
    6.15  168  1.01  13  6 81
    9.02   90  0.79  14  8 78
    8.00   22  0.17  13  6 81
   23.76   50  1.16  14  6 81
    9.85   13  0.12  13  4 83
   17.84  269  4.68  21  5 73
   19.25   64  1.20  15  5 80
    4.94  166  0.80  13  5 82
   13.20   30  0.39  13  5 82
    9.00   20  0.17  13  4 83
   23.93  107  2.49  12  6 82
    6.06  288  1.70  12  6 82
    6.19  807  4.87  13  6 81
   18.18  789 14.01  13  7 80
   11.25   16  0.17  12  6 83
    7.30   40  0.28  12  4 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    5.26  189  0.97  12  4 84
    8.86   37  0.32  27 10 63
   10.67    9  0.09  11  4 85
    9.39   23  0.21  13  4 83
    9.39   66  0.60  12  6 82
    6.88  145  0.98  12  5 83
    8.00    6  0.05  12  5 84
    5.20  174  0.88  13  5 82
    9.62   37  0.35  13  4 82
    8.00   33  0.26  12  4 84
    0.00    0  0.00  11  4 85
    8.88  328  2.84  13  8 79
   12.00   12  0.14  12  5 83
    9.63   27  0.25  13  4 83
    9.31  115  1.05  12  5 83
    6.41  178  1.12  13  5 82
   11.64   11  0.12  13  4 83
   22.05  753 16.21  17  8 75
    7.47   15  0.11  12  5 83
    8.63   83  0.70  13  5 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   12.09   45  0.53  13  4 83
    7.27   82  0.58  14  4 82
   16.00    1  0.02  12  4 83
    8.97   33  0.29  13  4 83
    8.70  109  0.92  13  6 81
    6.67   33  0.21  12  4 83
   10.80   30  0.31  11  4 85
    5.48  253  1.35  14  6 80
   11.76   33  0.38  12  5 83
   10.46   39  0.40  12  4 84
   16.00    1  0.02  14  4 81
    7.68   37  0.28  14  4 82
    6.18  167  1.00  12  5 83
   11.20   50  0.54  14  5 81
    7.91   85  0.65  12  6 82
    9.00   16  0.14  12  3 85
    9.48   27  0.25  11  4 85
   22.34   53  1.15  14  5 81
    0.00    0  0.00  12  4 83
    9.42   48  0.44  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    0.00    0  0.00  24  5 71
    9.31  302  2.74  13  9 78
   16.50   72  1.16  12  4 84
   10.69  313  3.26  16  6 78
    8.31   64  0.52  12  6 82
   12.54   52  0.63  12  5 83
    8.78   46  0.39  13  5 82
   16.52  501  8.09  15  6 79
    8.00    7  0.05  12  5 83
   10.69   70  0.73  15  6 79
    5.25   16  0.08  14  4 82
    8.33   36  0.29  17  6 78
    9.56  214  2.00  15  6 78
   34.58   79  2.66  19  6 76
    7.93  121  0.94  18  9 74
    4.91  887  4.25  15  5 80
   10.11  167  1.64  16  5 79
   14.88  156  2.27  17  8 75
   49.67   12  0.58  14  5 82
    7.50   24  0.17  13  5 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    4.76  110  0.51  17  5 77
    8.00   34  0.26  17  5 79
    8.72  122  1.04  16  6 79
   38.00   90  3.33  26  6 68
    4.86   42  0.20  17  7 76
    5.62  238  1.31  14  5 81
    4.00    5  0.02  11  4 85
    7.71   42  0.32  13  5 82
    6.00    4  0.02  12  4 84
    8.50   48  0.40  12  4 84
   10.35   80  0.80  12  6 82
   10.57  268  2.77  26  7 67
    6.94  121  0.82  11  5 84
    8.83   29  0.25  13  4 83
    9.70  119  1.13  16  8 76
    7.14  138  0.96  14  6 79
    8.00   19  0.15  13  4 83
   14.45  119  1.67  15  6 79
   12.00    4  0.05  12  4 84
    7.49   79  0.58  13  5 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   12.22  183  2.19  15  4 81
    8.23   35  0.28  14  4 82
   12.31   26  0.31  16 12 72
    6.27   81  0.49  13  5 82
    9.46   74  0.68  14 13 73
   12.03  231  2.71  13  5 83
    4.92   13  0.06  12  5 83
   14.99   75  1.09  14  6 80
   17.19   37  0.62  12  5 82
    9.04   23  0.20  11  5 84
    8.00   15  0.12  16  4 80
   15.86   29  0.45  16  6 78
    7.69   13  0.10  12  6 82
   10.53   87  0.89  13  7 81
    9.86   43  0.41  13  7 80
   10.12   32  0.31  13  7 80
    8.00    8  0.06  12  4 84
    7.99  308  2.40  13  5 82
   14.55   33  0.47  12  4 84
    4.85  103  0.49  11  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    5.98  130  0.76  13  7 80
   11.87  182  2.11  13  7 80
   15.31  862 12.88  14  7 79
    9.40  298  2.74  14  5 81
   29.40  230  6.61  13  9 79
    9.38   58  0.53  13  9 78
    8.87  101  0.87  21  7 72
   12.04   99  1.16  20  8 72
    8.10  120  0.95  15  5 81
   10.24   41  0.41  14  5 82
   16.00    1  0.02  12  4 83
   53.49   51  2.65  14  4 82
    8.50   16  0.13  13  5 82
    8.88   32  0.28  13  4 83
    8.12  273  2.16  25 12 63
    4.69  771  3.53  14  7 80
    9.76  213  2.03  14  5 81
   18.93 1013 18.73  14  6 80
   16.41  398  6.37  13  6 81
    9.04   27  0.24  12  4 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.35   31  0.34  13  5 82
    8.00   14  0.11  14  4 82
    8.31   13  0.11  13  4 83
    8.11   76  0.60  15  5 80
    6.29   21  0.13  13  9 78
   21.16   31  0.64  13  4 83
   12.89   27  0.34  12  4 84
   12.88   96  1.20  13  4 83
    6.11  257  1.53  13  5 82
    6.89   18  0.12  11  4 86
   10.75  245  2.57  12  8 80
   32.58  260  8.28  14  4 82
   20.52  577 11.56  11  5 84
    8.70   40  0.34  14  5 81
    8.08  238  1.88  14 10 76
    9.56  225  2.10  14  7 79
    7.89  111  0.85  19  7 74
    6.98  463  3.15  16  7 76
   22.43  338  7.40  15  6 79
    6.09  129  0.77  17  8 75
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    4.54  660  2.93  15  6 78
    9.24  390  3.52  16  5 80
    9.95   41  0.40  15  6 80
    8.54   37  0.31  14  5 81
    8.27  117  0.94  16  8 76
   13.14   91  1.16  28  5 67
    4.16   75  0.30  16  5 79
   31.14  144  4.39  21  8 70
   19.02 1665 30.92  17  7 76
   37.82   44  1.62  15  5 80
    7.00   12  0.08  15  4 81
   15.20   35  0.52  18  5 77
    7.77   35  0.26  11  4 85
    6.34  413  2.56  13  5 82
    9.74   23  0.22  13  6 82
    7.41   27  0.19  13  5 83
   10.15   39  0.38  13  4 83
   10.15  117  1.16  12  4 84
    8.50   24  0.20  12  4 83
    7.11   27  0.19  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   10.41  271  2.75  14  8 78
    8.06  140  1.10  16  5 79
   11.07  302  3.27  14  5 81
    8.66  116  0.98  13  4 83
   22.60  117  2.57  14  7 79
   10.91   33  0.35  12  4 84
    7.56   18  0.13  13  6 81
    6.16  223  1.34  12  4 84
   21.81   53  1.12  13  5 82
    9.39   49  0.45  12  4 84
    8.99  348  3.06  15 10 76
    7.63 1025  7.64  20 10 70
    8.05  346  2.72  32  7 61
    8.00   28  0.22  21  4 75
    5.33   18  0.09  12  6 82
    9.65   51  0.48  12  5 83
   27.77  377 10.23  16  7 77
   62.23  141  8.59  12  5 83
   14.77   62  0.89  13  5 82
   10.11   36  0.35  11  4 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    5.71    7  0.04  13  5 82
   12.95   42  0.53  23  7 70
    4.00    7  0.03  22  6 72
   11.53   59  0.66  19  6 75
    9.42   45  0.41  20  8 72
    8.91  245  2.13  21  6 73
    5.08   59  0.29  22  7 71
   12.00   23  0.27  19  6 74
   26.65  316  8.21  22  7 71
    5.54  274  1.48  26  7 67
    8.51  420  3.49  15  8 77
   10.41   58  0.59  14  5 81
   17.33    3  0.05  13  5 82
    8.39   41  0.33  14  4 82
    8.34  341  2.77  14  7 79
    6.51  139  0.89  12  4 84
    6.00   72  0.42  17  6 77
    8.72  209  1.78  13  5 82
   11.71  123  1.41  14  5 81
    8.09  130  1.02  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.14    7  0.06  18  6 76
   11.17   53  0.57  18  6 76
    9.87   90  0.86  21 11 68
    9.55   44  0.41  18  7 75
   11.51   64  0.72  20  9 72
   25.61  114  2.84  15  5 79
   17.42  895 15.23  17  8 76
   12.00   18  0.21  12  5 84
   20.28   58  1.14  13  5 82
   45.00   72  3.15  12  4 84
    8.17  256  2.04  13  4 83
    8.00   24  0.19  17  4 79
    0.00    0  0.00  12  4 84
    8.46   61  0.50  12  5 83
    5.33   18  0.09  13  6 81
   11.20   10  0.11  12  4 84
    7.01   92  0.63  12  4 84
   10.94   53  0.56  12  4 84
   13.48   27  0.35  13  6 81
   21.17  461  9.52  26 12 63
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.78  434  3.72  14  9 78
   11.68   37  0.42  13  4 83
   10.52  334  3.43  13  8 79
    8.65   37  0.31  12  4 84
    6.09  274  1.63  14  7 79
   11.78   18  0.21  13  7 80
    6.83  177  1.18  14  6 80
    8.89   18  0.16  12  4 84
   23.52  670 15.40  12  6 82
    7.26  136  0.96  12  5 83
    7.63  118  0.88  13  5 82
   10.12   17  0.17  14  4 82
    6.00    2  0.01  12  4 84
   11.26   43  0.47  11  4 85
    7.68   50  0.37  12  6 82
    6.10  493  2.93  13  5 82
   14.72 1107 15.91  13  8 79
   11.56   18  0.20  12  5 83
   10.59  108  1.11  14  5 81
   12.53   30  0.37  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    5.79  158  0.89  14  5 82
    7.38   26  0.19  14  4 82
    5.60    5  0.03  12  4 84
    8.77   31  0.26  12  4 84
    9.93   60  0.58  14  6 80
   11.41   41  0.45  12  5 83
    8.00   27  0.21  11  4 85
    7.65   34  0.25  12  4 84
   12.42   85  1.03  12  6 82
    8.43  213  1.75  11  5 84
   16.25  334  5.29  14 10 77
   17.09  721 12.04  14  6 81
    8.38   32  0.26  12  5 83
    7.76  149  1.13  13  5 82
    7.85  459  3.52  13  7 80
   11.14   28  0.30  13  4 83
    5.66  272  1.50  18  8 74
   10.67   30  0.31  22  7 71
   27.59  582 15.69  17  8 75
    6.08  129  0.76  17  6 77
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.37   41  0.53  18  6 76
   12.33   49  0.59  22  6 71
    8.67   24  0.20  17  6 78
    5.07   15  0.07  14  5 81
    9.33  146  1.33  15  7 78
   13.73   97  1.29  12  4 84
   23.31  602 13.71  27 10 64
    6.32   69  0.42  13  5 82
   19.81   63  1.21  13  4 83
   69.33    9  0.61  12  4 84
    5.08  191  0.95  14  4 82
    7.69   26  0.19  15  5 80
    8.00   42  0.33  16  5 79
    0.00    0  0.00  11  4 84
    6.34  274  1.70  16  7 77
    0.00    0  0.00  11  4 85
    8.00   17  0.13  13  4 83
    0.00    0  0.00  12  4 83
   15.77   70  1.07  12  5 83
    6.41   73  0.46  13  5 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.11  193  2.47  19  9 72
   10.27   90  0.90  16  6 78
   10.64  306  3.18  18  8 74
    6.47   55  0.35  17  6 77
    6.09  269  1.60  18  8 74
    6.96   23  0.16  17  6 77
    6.41  137  0.86  17  5 78
    0.00    0  0.00  15  5 80
   12.16  122  1.45  18  6 77
   11.00   24  0.26  16  5 79
    9.33   12  0.11  18  5 77
   10.35   17  0.17  17  5 78
   10.30   40  0.40  15  4 80
    0.00    0  0.00  27  6 68
   43.44   50  2.11  16  6 78
    4.87  804  3.83  13  5 82
   29.68   19  0.55  17  6 77
    7.78   18  0.14  18  6 77
    9.03   31  0.27  19  6 75
   32.00    2  0.06  13  4 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.73   11  0.09  16  5 79
    9.60   10  0.09  12  4 83
    9.36   50  0.46  15  5 80
    0.00    0  0.00  20  6 74
    8.00   23  0.18  20  8 72
    6.59   17  0.11  17  6 77
   10.29   21  0.21  14  5 81
    8.00    7  0.05  14  5 81
    9.07   15  0.13  12  5 83
    7.53  196  1.44  12  6 81
   11.69  190  2.17  13  6 81
   15.75   32  0.49  13  5 82
    9.82   33  0.32  16  4 79
    8.20  139  1.12  13  5 82
    7.02  195  1.33  19  8 73
    7.27   66  0.47  15  5 80
    5.82  199  1.13  16  6 78
   15.38   13  0.19  13  5 82
    9.71  123  1.17  15  6 79
    9.09   33  0.29  15  4 80
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.10   29  0.37  16  5 79
   13.40   40  0.52  15  5 80
   10.34   82  0.82  21 12 66
   10.91   33  0.35  16  7 78
    6.17  119  0.72  18  8 74
   11.07  166  1.80  22  8 71
   19.21  668 12.53  17  6 76
    7.25   32  0.23  13  6 81
   29.95 1635 47.83  14  6 79
   16.89   18  0.30  12  4 84
    9.69   26  0.25  30  8 61
    5.63   49  0.27  12  4 84
    8.44   73  0.60  16  4 80
    4.85   47  0.22  12  5 83
    8.00   48  0.37  17  7 76
   13.12   25  0.32  17  5 78
   10.82   44  0.46  15  5 80
   13.87   15  0.20  14  4 82
   21.01  616 12.63  15  7 78
    5.49  148  0.79  15  8 77
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.47  189  2.49  14  5 81
    9.14  139  1.24  18  9 73
   11.22  234  2.57  17  5 78
    6.80   10  0.07  12  5 83
    9.49  141  1.31  20  8 72
   10.24   34  0.34  16  7 77
    5.95  225  1.31  18  6 76
    6.22   54  0.33  13  5 82
   10.06 2939 28.87  15  8 78
   10.86   42  0.44  13  5 83
    6.17  103  0.62  20  8 72
    5.67  122  0.67  12  4 83
   12.75  208  2.59  16  5 78
   70.88   32  2.21  12  5 83
    8.44  265  2.18  16  7 77
    5.21  729  3.71  14  7 80
   19.94  720 14.02  20  8 72
   36.47   17  0.60  13  5 82
   12.59  101  1.24  14  6 80
   62.22    9  0.54  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   12.57   56  0.69  15  7 77
    6.40    5  0.03  23  9 68
    9.91   69  0.66  15  5 80
    5.00    4  0.02  11  4 85
   12.00  107  1.25  12  6 81
    8.23   35  0.28  12  4 84
    8.13   31  0.24  13  4 83
   10.00    8  0.08  12  5 83
   19.02  462  8.58  12  5 83
   11.56  620  7.00  15  9 76
    8.45   80  0.66  20  7 73
   12.67   24  0.30  12  5 83
    9.55   62  0.58  22  8 70
    8.83  111  0.95  16  6 78
    6.90  159  1.07  15  7 78
    8.78   46  0.39  21  7 72
    6.72  202  1.33  18  7 75
    9.79   38  0.36  18  6 76
   12.04   98  1.15  18  7 74
   10.86   35  0.37  13  4 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.18   22  0.17  13  4 82
   29.00   16  0.45  17  6 77
    8.56  177  1.48  25  7 68
   12.99  206  2.61  21  9 70
    8.65   74  0.62  16  7 77
    8.49  137  1.14  14  5 81
    8.27   44  0.35  15  6 80
    5.71   49  0.27  14  4 82
   15.07   73  1.07  13  5 82
    7.29  153  1.09  14  6 80
    9.00   64  0.56  14  5 81
    5.81  106  0.60  14  5 81
    7.02   65  0.44  19  5 76
    9.04   23  0.20  13  5 82
    6.27   30  0.18  15  6 78
    5.66  204  1.13  13  5 83
    5.77  256  1.44  14  5 81
    8.00    6  0.05  12  4 84
   13.35   71  0.92  12  5 83
   10.18  263  2.61  13  9 78
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    5.77   61  0.34  14  5 81
   11.21  282  3.08  14  7 79
    8.43   94  0.77  28 10 61
    7.89   71  0.54  15  6 79
    5.95   37  0.21  15  6 79
    6.36   22  0.14  17  5 78
    9.14   35  0.31  15  5 80
    5.43  214  1.13  12  4 84
   20.96   50  1.02  12  5 84
   23.53   17  0.39  11  4 84
    8.62   13  0.11  13  5 82
  313.33    6  1.83  12  4 84
    8.73   22  0.19  13  4 83
   17.49   35  0.59  11  5 84
    4.66  686  3.12  12  6 82
    8.00    3  0.02  13  5 82
    5.74  543  3.04  13  5 82
   35.11    9  0.31  11  4 85
   10.25   16  0.16  12  5 84
   13.00    4  0.05  12  4 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.33   12  0.11  14  5 81
    9.74   23  0.22  13  4 83
   10.93  342  3.65  14  4 82
   15.37   57  0.85  13  5 82
    9.03   39  0.34  13  5 82
   16.00    1  0.02  12  4 84
    5.55  128  0.70  13  5 82
   23.08   13  0.29  12  4 84
    8.71   17  0.14  11  4 85
   10.74  322  3.38  13  9 78
    8.52   23  0.19  13  4 83
   17.23   13  0.22  13  5 82
   11.60   40  0.45  15  5 80
    8.44  137  1.13  11  5 83
    6.96  160  1.09  13  5 82
    5.33   66  0.34  16  6 78
    6.42   53  0.33  26  6 68
    5.51  222  1.19  12  4 84
   13.69   85  1.13  11  4 84
